timestamp,session_id,label,cfg,frame,num_detected_obj,num_tlvs,packet_len,tlv_summary,has_vital,target_id,range_bin,breath_deviation,heart_rate,breath_rate
1783347861.244,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,641,0,2,172,1010:112;1021:4,0,,,,,
1783347861.328,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,642,0,2,172,1010:112;1021:4,0,,,,,
1783347861.432,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,643,0,2,172,1010:112;1021:4,0,,,,,
1783347861.515,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,644,0,2,172,1010:112;1021:4,0,,,,,
1783347861.598,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,645,0,1,52,1021:4,0,,,,,
1783347861.703,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,646,0,1,52,1021:4,0,,,,,
1783347861.786,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,647,0,1,52,1021:4,0,,,,,
1783347861.869,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,648,0,1,52,1021:4,0,,,,,
1783347861.973,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,649,0,1,52,1021:4,0,,,,,
1783347862.057,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,650,0,1,52,1021:4,0,,,,,
1783347862.140,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,651,0,1,52,1021:4,0,,,,,
1783347862.224,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,652,0,1,52,1021:4,0,,,,,
1783347862.328,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,653,0,1,52,1021:4,0,,,,,
1783347862.411,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,654,0,1,52,1021:4,0,,,,,
1783347862.494,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,655,0,1,52,1021:4,0,,,,,
1783347862.639,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,656,0,2,196,1021:4;1040:136,1,0,18,0.053664,73.660,15.067
1783347862.681,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,657,0,1,52,1021:4,0,,,,,
1783347862.764,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,658,0,1,52,1021:4,0,,,,,
1783347862.868,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,659,0,1,52,1021:4,0,,,,,
1783347862.952,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,660,1,2,88,1020:28;1021:4,0,,,,,
1783347863.056,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,661,0,1,52,1021:4,0,,,,,
1783347863.139,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,662,0,1,52,1021:4,0,,,,,
1783347863.223,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,663,0,1,52,1021:4,0,,,,,
1783347863.307,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,664,0,1,52,1021:4,0,,,,,
1783347863.411,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,665,0,1,52,1021:4,0,,,,,
1783347863.495,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,666,0,1,52,1021:4,0,,,,,
1783347863.577,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,667,0,1,52,1021:4,0,,,,,
1783347863.682,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,668,9,2,152,1020:92;1021:4,0,,,,,
1783347863.765,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,669,5,2,120,1020:60;1021:4,0,,,,,
1783347863.848,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,670,0,1,52,1021:4,0,,,,,
1783347863.951,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,671,1,2,88,1020:28;1021:4,0,,,,,
1783347864.076,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,672,1,3,232,1020:28;1021:4;1040:136,1,0,18,0.017203,75.335,13.393
1783347864.119,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,673,27,2,296,1020:236;1021:4,0,,,,,
1783347864.223,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,674,44,2,432,1020:372;1021:4,0,,,,,
1783347864.307,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,675,98,2,864,1020:804;1021:4,0,,,,,
1783347864.411,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,676,40,4,626,1020:340;1010:112;1011:98;1021:4,0,,,,,
1783347864.495,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,677,60,4,728,1020:500;1010:112;1011:40;1021:4,0,,,,,
1783347864.661,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,678,86,4,956,1020:708,0,,,,,
1783347864.849,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,680,149,4,1546,1020:1212,0,,,,,
1783347864.954,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,682,8,4,361,1020:84;1010:112;1011:89;1021:4,0,,,,,
1783347865.037,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,683,88,4,920,1020:724;1010:112;1011:8;1021:4,0,,,,,
1783347865.142,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,684,149,4,1488,1020:1212;1010:112;1011:88;1021:4,0,,,,,
1783347865.308,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,685,149,4,1549,1020:1212,0,,,,,
1783347865.505,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,687,149,4,1549,1020:1212;1010:112;1011:149,0,,,,,
1783347865.590,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,689,149,4,1549,1020:1212;1010:112;1011:149;1021:4,0,,,,,
1783347865.673,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,690,121,4,1325,1020:988;1010:112;1011:149;1021:4,0,,,,,
1783347865.757,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,691,147,4,1505,1020:1196;1010:112;1011:121;1021:4,0,,,,,
1783347865.923,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,692,149,4,1547,1020:1212,0,,,,,
1783347866.028,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,694,102,4,1028,1020:836;1010:112;1011:4;1021:4,0,,,,,
1783347866.112,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,695,79,4,942,1020:652;1010:112;1011:102;1021:4,0,,,,,
1783347866.300,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,696,149,4,1479,1020:1212,0,,,,,
1783347866.383,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,698,109,4,1187,1020:892;1010:112;1011:107;1021:4,0,,,,,
1783347866.488,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,699,100,4,1117,1020:820;1010:112;1011:109;1021:4,0,,,,,
1783347866.572,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,700,125,4,1308,1020:1020;1010:112;1011:100;1021:4,0,,,,,
1783347866.656,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,701,81,4,981,1020:668;1010:112;1011:125;1021:4,0,,,,,
1783347866.740,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,702,86,4,977,1020:708;1010:112;1011:81;1021:4,0,,,,,
1783347866.844,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,703,21,4,462,1020:188;1010:112;1011:86;1021:4,0,,,,,
1783347866.970,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,704,21,5,541,1020:188;1010:112;1011:21;1021:4;1040:136,1,0,0,0.071406,58.593,13.393
1783347867.012,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,705,101,4,1037,1020:828;1010:112;1011:21;1021:4,0,,,,,
1783347867.117,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,706,149,4,1501,1020:1212;1010:112;1011:101;1021:4,0,,,,,
1783347867.201,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,707,72,4,933,1020:596;1010:112;1011:149;1021:4,0,,,,,
1783347867.369,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,708,73,4,864,1020:604,0,,,,,
1783347867.473,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,710,54,4,739,1020:452;1010:112;1011:99;1021:4,0,,,,,
1783347867.557,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,711,80,4,902,1020:660;1010:112;1011:54;1021:4,0,,,,,
1783347867.725,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,712,102,4,1104,1020:836,0,,,,,
1783347867.912,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,714,0,3,246,1010:112;1011:66,0,,,,,
1783347868.019,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,716,106,4,1120,1020:868;1010:112;1011:64;1021:4,0,,,,,
1783347868.103,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,717,93,4,1058,1020:764;1010:112;1011:106;1021:4,0,,,,,
1783347868.186,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,718,130,4,1341,1020:1060;1010:112;1011:93;1021:4,0,,,,,
1783347868.292,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,719,133,4,1402,1020:1084;1010:112;1011:130;1021:4,0,,,,,
1783347868.418,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,720,133,5,1549,1020:1084;1010:112;1011:133;1021:4;1040:136,1,0,38,0.026072,82.031,11.719
1783347868.460,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,721,72,4,917,1020:596;1010:112;1011:133;1021:4,0,,,,,
1783347868.544,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,722,65,4,800,1020:540;1010:112;1011:72;1021:4,0,,,,,
1783347868.627,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,723,39,4,585,1020:332;1010:112;1011:65;1021:4,0,,,,,
1783347868.732,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,724,93,4,991,1020:764;1010:112;1011:39;1021:4,0,,,,,
1783347868.816,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,725,10,4,381,1020:100;1010:112;1011:93;1021:4,0,,,,,
1783347868.899,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,726,81,4,866,1020:668;1010:112;1011:10;1021:4,0,,,,,
1783347869.004,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,727,77,4,905,1020:636;1010:112;1011:81;1021:4,0,,,,,
1783347869.088,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,728,48,4,669,1020:404;1010:112;1011:77;1021:4,0,,,,,
1783347869.172,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,729,29,4,488,1020:252;1010:112;1011:48;1021:4,0,,,,,
1783347869.256,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,730,36,4,525,1020:308;1010:112;1011:29;1021:4,0,,,,,
1783347869.340,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,731,25,4,444,1020:220;1010:112;1011:36;1021:4,0,,,,,
1783347869.444,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,732,26,4,441,1020:228;1010:112;1011:25;1021:4,0,,,,,
1783347869.527,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,733,0,3,206,1010:112;1011:26;1021:4,0,,,,,
1783347869.610,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,734,0,2,172,1010:112;1021:4,0,,,,,
1783347869.715,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,735,2,3,216,1020:36;1010:112;1021:4,0,,,,,
1783347869.840,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,736,2,5,370,1020:36;1010:112;1011:2;1021:4;1040:136,1,0,54,0.063544,80.357,20.089
1783347869.882,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,737,0,3,182,1010:112;1011:2;1021:4,0,,,,,
1783347869.986,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,738,0,2,172,1010:112;1021:4,0,,,,,
1783347870.070,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,739,0,2,172,1010:112;1021:4,0,,,,,
1783347870.153,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,740,0,2,172,1010:112;1021:4,0,,,,,
1783347870.237,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,741,0,2,172,1010:112;1021:4,0,,,,,
1783347870.341,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,742,0,2,172,1010:112;1021:4,0,,,,,
1783347870.424,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,743,0,2,172,1010:112;1021:4,0,,,,,
1783347870.508,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,744,0,2,172,1010:112;1021:4,0,,,,,
1783347870.613,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,745,0,2,172,1010:112;1021:4,0,,,,,
1783347870.697,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,746,2,3,216,1020:36;1010:112;1021:4,0,,,,,
1783347870.780,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,747,0,3,182,1010:112;1011:2;1021:4,0,,,,,
1783347870.884,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,748,0,2,172,1010:112;1021:4,0,,,,,
1783347870.967,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,749,0,2,172,1010:112;1021:4,0,,,,,
1783347871.050,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,750,0,2,172,1010:112;1021:4,0,,,,,
1783347871.155,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,751,0,2,172,1010:112;1021:4,0,,,,,
1783347871.279,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,752,0,3,316,1010:112;1021:4;1040:136,1,0,75,0.081703,50.223,18.415
1783347871.321,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,753,0,2,172,1010:112;1021:4,0,,,,,
1783347871.424,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,754,0,2,172,1010:112;1021:4,0,,,,,
1783347871.508,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,755,0,2,172,1010:112;1021:4,0,,,,,
1783347871.592,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,756,0,2,172,1010:112;1021:4,0,,,,,
1783347871.697,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,757,0,2,172,1010:112;1021:4,0,,,,,
1783347871.781,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,758,0,2,172,1010:112;1021:4,0,,,,,
1783347871.864,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,759,0,2,172,1010:112;1021:4,0,,,,,
1783347871.948,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,760,0,2,172,1010:112;1021:4,0,,,,,
1783347872.052,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,761,0,2,172,1010:112;1021:4,0,,,,,
1783347872.136,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,762,0,2,172,1010:112;1021:4,0,,,,,
1783347872.218,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,763,0,2,172,1010:112;1021:4,0,,,,,
1783347872.322,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,764,0,2,172,1010:112;1021:4,0,,,,,
1783347872.406,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,765,0,2,172,1010:112;1021:4,0,,,,,
1783347872.490,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,766,0,2,172,1010:112;1021:4,0,,,,,
1783347872.594,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,767,0,2,172,1010:112;1021:4,0,,,,,
1783347872.719,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,768,0,3,316,1010:112;1021:4;1040:136,1,0,90,0.073474,58.593,18.415
1783347872.761,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,769,0,2,172,1010:112;1021:4,0,,,,,
1783347872.845,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,770,0,2,172,1010:112;1021:4,0,,,,,
1783347872.950,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,771,0,2,172,1010:112;1021:4,0,,,,,
1783347873.034,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,772,0,2,172,1010:112;1021:4,0,,,,,
1783347873.118,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,773,0,2,172,1010:112;1021:4,0,,,,,
1783347873.222,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,774,0,2,172,1010:112;1021:4,0,,,,,
1783347873.307,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,775,0,2,172,1010:112;1021:4,0,,,,,
1783347873.390,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,776,0,2,172,1010:112;1021:4,0,,,,,
1783347873.494,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,777,0,2,172,1010:112;1021:4,0,,,,,
1783347873.577,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,778,0,2,172,1010:112;1021:4,0,,,,,
1783347873.660,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,779,0,2,172,1010:112;1021:4,0,,,,,
1783347873.765,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,780,0,2,172,1010:112;1021:4,0,,,,,
1783347873.848,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,781,0,2,172,1010:112;1021:4,0,,,,,
1783347873.931,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,782,0,2,172,1010:112;1021:4,0,,,,,
1783347874.015,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,783,0,2,172,1010:112;1021:4,0,,,,,
1783347874.162,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,784,0,2,196,1021:4;1040:136,1,0,110,0.062087,58.593,18.415
1783347874.204,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,785,0,1,52,1021:4,0,,,,,
1783347874.287,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,786,0,1,52,1021:4,0,,,,,
1783347874.391,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,787,0,1,52,1021:4,0,,,,,
1783347874.474,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,788,1,2,88,1020:28;1021:4,0,,,,,
1783347874.557,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,789,1,2,88,1020:28;1021:4,0,,,,,
1783347874.661,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,790,0,1,52,1021:4,0,,,,,
1783347874.745,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,791,0,1,52,1021:4,0,,,,,
1783347874.828,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,792,0,1,52,1021:4,0,,,,,
1783347874.933,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,793,0,1,52,1021:4,0,,,,,
1783347875.016,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,794,0,1,52,1021:4,0,,,,,
1783347875.099,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,795,0,1,52,1021:4,0,,,,,
1783347875.203,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,796,0,1,52,1021:4,0,,,,,
1783347875.286,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,797,0,1,52,1021:4,0,,,,,
1783347875.370,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,798,0,1,52,1021:4,0,,,,,
1783347875.475,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,799,0,1,52,1021:4,0,,,,,
1783347875.599,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,800,0,2,196,1021:4;1040:136,1,0,134,0.050171,71.986,18.415
1783347875.641,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,801,0,1,52,1021:4,0,,,,,
1783347875.724,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,802,0,1,52,1021:4,0,,,,,
1783347875.829,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,803,0,1,52,1021:4,0,,,,,
1783347875.912,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,804,0,1,52,1021:4,0,,,,,
1783347875.995,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,805,0,1,52,1021:4,0,,,,,
1783347876.099,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,806,0,1,52,1021:4,0,,,,,
1783347876.182,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,807,0,1,52,1021:4,0,,,,,
1783347876.265,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,808,0,1,52,1021:4,0,,,,,
1783347876.369,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,809,0,1,52,1021:4,0,,,,,
1783347876.453,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,810,0,1,52,1021:4,0,,,,,
1783347876.536,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,811,0,1,52,1021:4,0,,,,,
1783347876.640,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,812,0,1,52,1021:4,0,,,,,
1783347876.723,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,813,0,1,52,1021:4,0,,,,,
1783347876.807,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,814,0,1,52,1021:4,0,,,,,
1783347876.910,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,815,0,1,52,1021:4,0,,,,,
1783347877.035,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,816,0,2,196,1021:4;1040:136,1,0,134,0.044522,51.897,16.741
1783347877.078,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,817,0,1,52,1021:4,0,,,,,
1783347877.182,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,818,0,1,52,1021:4,0,,,,,
1783347877.265,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,819,0,1,52,1021:4,0,,,,,
1783347877.348,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,820,0,1,52,1021:4,0,,,,,
1783347877.452,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,821,0,1,52,1021:4,0,,,,,
1783347877.535,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,822,0,1,52,1021:4,0,,,,,
1783347877.619,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,823,0,1,52,1021:4,0,,,,,
1783347877.723,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,824,0,1,52,1021:4,0,,,,,
1783347877.806,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,825,0,1,52,1021:4,0,,,,,
1783347877.889,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,826,0,1,52,1021:4,0,,,,,
1783347877.993,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,827,0,1,52,1021:4,0,,,,,
1783347878.077,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,828,0,1,52,1021:4,0,,,,,
1783347878.161,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,829,0,1,52,1021:4,0,,,,,
1783347878.245,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,830,0,1,52,1021:4,0,,,,,
1783347878.349,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,831,0,1,52,1021:4,0,,,,,
1783347878.474,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,832,0,2,196,1021:4;1040:136,1,0,134,0.026242,53.571,5.022
1783347878.515,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,833,0,1,52,1021:4,0,,,,,
1783347878.619,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,834,0,1,52,1021:4,0,,,,,
1783347878.703,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,835,0,1,52,1021:4,0,,,,,
1783347878.786,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,836,0,1,52,1021:4,0,,,,,
1783347878.890,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,837,0,1,52,1021:4,0,,,,,
1783347878.974,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,838,0,1,52,1021:4,0,,,,,
1783347879.057,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,839,0,1,52,1021:4,0,,,,,
1783347879.162,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,840,0,1,52,1021:4,0,,,,,
1783347879.246,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,841,0,1,52,1021:4,0,,,,,
1783347879.329,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,842,0,1,52,1021:4,0,,,,,
1783347879.433,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,843,0,1,52,1021:4,0,,,,,
1783347879.516,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,844,0,1,52,1021:4,0,,,,,
1783347879.601,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,845,2,2,96,1020:36;1021:4,0,,,,,
1783347879.694,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,846,0,1,52,1021:4,0,,,,,
1783347879.777,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,847,0,1,52,1021:4,0,,,,,
1783347879.922,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,848,0,2,196,1021:4;1040:136,1,0,134,0.026940,77.009,11.719
1783347879.963,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,849,0,1,52,1021:4,0,,,,,
1783347880.046,aop6m_person_breathing_01,person_breathing,vital_signs_AOP_6m.cfg,850,0,1,52,1021:4,0,,,,,
